half,minutes,seconds,play_type,team,first_name,last_name,davidson_score,opponent_score
2,0,31,FOUL,Charlotte,REIBER,DEAN,81,78
2,0,31,GOOD FT,Davidson,SKOGMAN,DAVID,82,78
2,0,31,GOOD FT,Davidson,SKOGMAN,DAVID,83,78
2,0,31,SUB OUT,Davidson,ADAM,HUNTER,83,78
2,0,31,SUB IN,Davidson,BRIZZI,ANGELO,83,78
2,0,18,MISS 3PTR,Charlotte,PATTERSON,LU'CYE,83,78
2,0,16,REBOUND DEF,Davidson,BRIZZI,ANGELO,83,78
2,0,16,SUB OUT,Charlotte,PATTERSON,LU'CYE,83,78
2,0,16,SUB IN,Charlotte,FOLKES,ISAIAH,83,78
2,0,16,TURNOVER,Davidson,HUFFMAN,GRANT,83,78
2,0,16,SUB OUT,Charlotte,FOLKES,ISAIAH,83,78
2,0,16,SUB IN,Charlotte,PATTERSON,LU'CYE,83,78
2,0,16,SUB OUT,Charlotte,PATTERSON,LU'CYE,83,78
2,0,16,SUB IN,Charlotte,FOLKES,ISAIAH,83,78
2,0,16,SUB OUT,Davidson,BRIZZI,ANGELO,83,78
2,0,16,SUB IN,Davidson,BAILEY,REED,83,78
2,0,12,GOOD 3PTR,Charlotte,MILICIC JR.,IGOR,83,81
2,0,12,ASSIST,Charlotte,FOLKES,ISAIAH,83,81
2,0,12,Timeout,Davidson,,,83,81
2,0,9,FOUL,Charlotte,THREADGILL,JACKSON,83,81
2,0,9,SUB OUT,Charlotte,FOLKES,ISAIAH,83,81
2,0,9,SUB IN,Charlotte,BRASWELL,ROBERT,83,81
2,0,9,GOOD FT,Davidson,DURKIN,BOBBY,84,81
2,0,9,GOOD FT,Davidson,DURKIN,BOBBY,85,81
2,0,0,MISS 3PTR,Charlotte,THREADGILL,JACKSON,85,81
2,0,0,REBOUND OFF,Charlotte,MILICIC JR.,IGOR,85,81
